frame_index,img_filename,img_timestamp_iso,imu_timestamp,imu_temp_c,imu_heading_deg,imu_roll_deg,imu_pitch_deg,imu_sys_cal,imu_gyro_cal,imu_accel_cal,imu_mag_cal,uwb_timestamp,uwb_distance_cm,uwb_azimuth_deg,uwb_elevation_deg,uwb_nlos_status
1,n2_20251202_073704_793.jpg,2025-12-02T07:37:04.793,2025-12-02T07:37:05.928,25,212.4375,4.875,-162.8125,0,3,0,0,,,,,
2,n2_20251202_073706_054.jpg,2025-12-02T07:37:06.054,2025-12-02T07:37:07.176,25,212.4375,4.875,-162.8125,0,3,1,0,,,,,
3,n2_20251202_073707_279.jpg,2025-12-02T07:37:07.279,2025-12-02T07:37:08.395,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:08.299,114.0,-3.8,-2.8,0
4,n2_20251202_073708_491.jpg,2025-12-02T07:37:08.491,2025-12-02T07:37:09.608,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.600,113.0,-3.6,-3.1,0
5,n2_20251202_073709_694.jpg,2025-12-02T07:37:09.694,2025-12-02T07:37:10.820,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.811,111.0,-2.9,-2.7,0
6,n2_20251202_073710_907.jpg,2025-12-02T07:37:10.907,2025-12-02T07:37:11.981,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.811,111.0,-2.9,-2.7,0
7,n2_20251202_073712_043.jpg,2025-12-02T07:37:12.043,2025-12-02T07:37:13.057,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.811,111.0,-2.9,-2.7,0
8,n2_20251202_073713_123.jpg,2025-12-02T07:37:13.123,2025-12-02T07:37:14.148,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.811,111.0,-2.9,-2.7,0
9,n2_20251202_073714_214.jpg,2025-12-02T07:37:14.214,2025-12-02T07:37:15.236,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.811,111.0,-2.9,-2.7,0
10,n2_20251202_073715_309.jpg,2025-12-02T07:37:15.309,2025-12-02T07:37:16.363,25,212.4375,4.875,-162.8125,0,3,1,0,2025-12-02T07:37:09.811,111.0,-2.9,-2.7,0
11,n2_20251202_073716_438.jpg,2025-12-02T07:37:16.438,2025-12-02T07:37:17.463,25,216.1875,4.6875,-162.9375,0,3,1,0,2025-12-02T07:37:17.346,111.0,-5.8,-1.7,0
12,n2_20251202_073717_528.jpg,2025-12-02T07:37:17.528,2025-12-02T07:37:18.562,25,220.5,4.625,-163.0,0,3,1,0,2025-12-02T07:37:18.426,108.0,-12.5,-5.7,0
13,n2_20251202_073718_621.jpg,2025-12-02T07:37:18.621,2025-12-02T07:37:19.648,25,224.125,4.625,-163.0625,0,3,1,0,2025-12-02T07:37:19.505,114.0,-12.6,-4.7,0
14,n2_20251202_073719_707.jpg,2025-12-02T07:37:19.707,2025-12-02T07:37:20.781,25,227.0625,4.5625,-163.1875,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
15,n2_20251202_073720_842.jpg,2025-12-02T07:37:20.842,2025-12-02T07:37:21.870,25,230.0,4.5625,-163.1875,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
16,n2_20251202_073721_890.jpg,2025-12-02T07:37:21.890,2025-12-02T07:37:22.912,25,233.6875,4.375,-163.1875,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
17,n2_20251202_073722_974.jpg,2025-12-02T07:37:22.974,2025-12-02T07:37:24.001,25,233.25,4.4375,-163.0625,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
18,n2_20251202_073724_062.jpg,2025-12-02T07:37:24.062,2025-12-02T07:37:25.104,25,233.0625,4.5,-163.0,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
19,n2_20251202_073725_166.jpg,2025-12-02T07:37:25.166,2025-12-02T07:37:26.208,25,234.8125,4.4375,-163.0625,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
20,n2_20251202_073726_271.jpg,2025-12-02T07:37:26.271,2025-12-02T07:37:27.326,25,232.0,4.75,-162.5,0,3,1,0,2025-12-02T07:37:20.585,104.0,-19.9,-8.8,0
21,n2_20251202_073727_346.jpg,2025-12-02T07:37:27.346,2025-12-02T07:37:28.399,25,228.75,4.75,-162.6875,0,3,1,0,2025-12-02T07:37:28.255,122.0,-1.8,-2.1,0
22,n2_20251202_073728_496.jpg,2025-12-02T07:37:28.496,2025-12-02T07:37:29.537,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:29.340,122.0,-0.5,-3.9,0
23,n2_20251202_073729_637.jpg,2025-12-02T07:37:29.637,2025-12-02T07:37:30.673,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:30.637,121.0,-0.1,-2.7,0
24,n2_20251202_073730_767.jpg,2025-12-02T07:37:30.767,2025-12-02T07:37:31.786,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:31.284,121.0,-1.3,-3.1,0
25,n2_20251202_073731_895.jpg,2025-12-02T07:37:31.895,2025-12-02T07:37:32.913,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:31.284,121.0,-1.3,-3.1,0
26,n2_20251202_073732_985.jpg,2025-12-02T07:37:32.985,2025-12-02T07:37:34.000,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:31.284,121.0,-1.3,-3.1,0
27,n2_20251202_073734_080.jpg,2025-12-02T07:37:34.080,2025-12-02T07:37:35.092,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:31.284,121.0,-1.3,-3.1,0
28,n2_20251202_073735_168.jpg,2025-12-02T07:37:35.168,2025-12-02T07:37:36.179,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:31.284,121.0,-1.3,-3.1,0
29,n2_20251202_073736_273.jpg,2025-12-02T07:37:36.273,2025-12-02T07:37:37.348,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:31.284,121.0,-1.3,-3.1,0
30,n2_20251202_073737_415.jpg,2025-12-02T07:37:37.415,2025-12-02T07:37:38.476,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:38.412,119.0,-1.5,-2.2,0
31,n2_20251202_073738_544.jpg,2025-12-02T07:37:38.544,2025-12-02T07:37:39.604,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:39.498,122.0,0.3,-2.5,0
32,n2_20251202_073739_674.jpg,2025-12-02T07:37:39.674,2025-12-02T07:37:40.733,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:40.562,122.0,-0.2,-3.1,0
33,n2_20251202_073740_809.jpg,2025-12-02T07:37:40.809,2025-12-02T07:37:41.873,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:41.436,123.0,-1.7,-1.8,0
34,n2_20251202_073741_951.jpg,2025-12-02T07:37:41.951,2025-12-02T07:37:43.009,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:37:41.436,123.0,-1.7,-1.8,0
35,n2_20251202_073743_080.jpg,2025-12-02T07:37:43.080,2025-12-02T07:37:44.123,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:37:41.436,123.0,-1.7,-1.8,0
36,n2_20251202_073744_191.jpg,2025-12-02T07:37:44.191,2025-12-02T07:37:45.218,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:37:41.436,123.0,-1.7,-1.8,0
37,n2_20251202_073745_284.jpg,2025-12-02T07:37:45.284,2025-12-02T07:37:46.304,25,228.75,4.6875,-162.75,0,3,1,0,2025-12-02T07:37:41.436,123.0,-1.7,-1.8,0
38,n2_20251202_073746_373.jpg,2025-12-02T07:37:46.373,2025-12-02T07:37:47.418,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:41.436,123.0,-1.7,-1.8,0
39,n2_20251202_073747_487.jpg,2025-12-02T07:37:47.487,2025-12-02T07:37:48.521,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:48.343,122.0,-3.0,-4.3,0
40,n2_20251202_073748_589.jpg,2025-12-02T07:37:48.589,2025-12-02T07:37:49.613,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:49.424,122.0,-3.9,-2.4,0
41,n2_20251202_073749_684.jpg,2025-12-02T07:37:49.684,2025-12-02T07:37:50.726,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:50.504,121.0,-4.0,-2.4,0
42,n2_20251202_073750_798.jpg,2025-12-02T07:37:50.798,2025-12-02T07:37:51.846,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:51.804,125.0,-2.7,-5.8,0
43,n2_20251202_073751_916.jpg,2025-12-02T07:37:51.916,2025-12-02T07:37:52.955,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:52.236,124.0,-1.4,-4.6,0
44,n2_20251202_073753_022.jpg,2025-12-02T07:37:53.022,2025-12-02T07:37:54.067,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:52.236,124.0,-1.4,-4.6,0
45,n2_20251202_073754_134.jpg,2025-12-02T07:37:54.134,2025-12-02T07:37:55.178,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:52.236,124.0,-1.4,-4.6,0
46,n2_20251202_073755_241.jpg,2025-12-02T07:37:55.241,2025-12-02T07:37:56.279,25,228.75,4.6875,-162.6875,0,3,1,0,2025-12-02T07:37:52.236,124.0,-1.4,-4.6,0
47,n2_20251202_073756_340.jpg,2025-12-02T07:37:56.340,2025-12-02T07:37:57.363,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:37:52.236,124.0,-1.4,-4.6,0
48,n2_20251202_073757_427.jpg,2025-12-02T07:37:57.427,2025-12-02T07:37:58.554,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:37:58.501,125.0,-0.7,-0.5,0
49,n2_20251202_073758_630.jpg,2025-12-02T07:37:58.630,2025-12-02T07:37:59.648,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:37:59.576,122.0,-1.2,-2.2,0
50,n2_20251202_073759_724.jpg,2025-12-02T07:37:59.724,2025-12-02T07:38:00.759,25,228.75,4.625,-162.6875,0,3,1,0,2025-12-02T07:38:00.660,124.0,-2.0,-1.0,0
